Client ID,Name,Age,Sex,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Investment Advisor,Fee Structure,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting
PKR39671,Jesse Perry,76,Male,25951,12/02/2013,Todd Roberts,Asian,GIS Technical Architect,Ernest Knight,High,Gold,Commercial,59980.6656,24186.96,2,19.1808,478753.3008,503727.82128,517342.08672,119260.9652544,25489.6848,1321626.9168,0,2
PKR65149,Richard Grant,63,Male,36580,11/22/2013,Joe Hanson,American,Geologist II,Ernest Knight,Mid,Jade,Retail,96059.6847,14301.41,3,817.6608,1309510.8717,657336.866877,302223.84684,430668.981747,72159.3399,131595.3822,1,4
PKR87267,Angela Williams,82,Male,35100,12/04/2017,Shawn Cook,European,Biostatistician IV,Sean Vasquez,High,Silver,Retail,138340.6674,14770.47,2,275.808,533544.024,160695.2256,96417.13536,119075.1621696,17394.312,53883.648,1,1
PKR69610,Julie Barnes,84,Female,32346,08/08/2019,Mark Montgomery,European,Developer II,Daniel Carroll,Mid,Jade,Institutional,145503.585,27033.75,1,975.6675,466532.6805,499893.162525,359146.54395,124924.7573145,26095.5135,375420.6315,2,2
PKR80344,Gary Morgan,51,Male,26946,09/13/2005,Victor Martinez,Asian,Biostatistician IV,Gregory Boyd,High,Jade,Retail,138844.4094,22795.47,1,6568.9428,629977.9488,286280.412369,74761.126797,116189.73169524,22248.2502,1056141.7161,0,2
PKR38207,Margaret Bowman,50,Male,16366,12/30/2003,Nicholas Cunningham,Asian,Computer Systems Analyst IV,Jeremy Porter,Low,Gold,Retail,87964.254,28324.17,1,3876.8247,235674.2115,95426.122113,23274.66393,39101.4354024,35246.3265,764131.2147,1,2
PKR79637,Eugene Boyd,57,Male,28156,02/18/1994,Shawn Long,African,Analyst Programmer,Eric Shaw,High,Gold,Private Bank,187601.4666,4761.21,1,5015.0424,0,1268649.173052,678995.332056,231573.14482752,57662.4654,495342.2778,3,2
PKR29921,Anne Bailey,18,Female,6558,04/09/2012,Donald Reynolds,Asian,Statistician II,Gregory Boyd,High,Jade,Retail,37871.0171,34761.58,1,3608.556,93376.1346,659353.323132,517139.86128,84035.227458,18233.2038,802254.9696,1,2
PKR59198,Brian Clark,63,Female,38167,04/27/1997,Shawn Wallace,European,Environmental Tech,Gregory Boyd,High,Jade,Retail,307054.44,35028.9,1,1717.506,531702.396,1112826.27096,996367.70772,267854.695452,24031.926,1480748.688,3,4
PKR19422,Sean Harrison,35,Female,18505,09/29/2017,Todd Roberts,Asian,Programmer III,Peter Castillo,High,Gold,Retail,334843.2269,68760.51,1,9810.3824,2374318.4738,3245233.125316,1800437.555826,232278.6723257,50535.9582,2581344.9116,1,4
PKR54707,Michael Henry,54,Male,11924,11/22/1993,Dennis Ruiz,Asian,Programmer Analyst II,Jack Phillips,Mid,Jade,Commercial,102583.5,22735.5,1,4758.125,939876.6,93238.895,51078.699,25798.79686,8800.95,963100.85,3,2
PKR20608,Carolyn Hunt,53,Male,8804,02/22/2006,Samuel Fowler,Asian,Professor,Victor Rogers,Low,Silver,Retail,99151.3235,27849.22,3,3352.3316,357978.0788,600265.16586,509527.40823,107419.5453789,47746.813,144831.9034,2,2
PKR98943,Martha Robinson,41,Female,8144,10/06/2015,Patrick Graham,Asian,Media Manager IV,Kevin Kim,High,Jade,Retail,170208.96,29922,1,2939.724,313549.47,659087.253,380014.272,267197.535,59873.4,1522225.584,0,2
PKR61538,Henry Williamson,84,Female,15787,05/28/1996,Dennis Morris,European,Research Associate,Gregory Boyd,High,Jade,Private Bank,156360.7584,36720.54,1,2619.3024,491419.656,256500.320544,291029.209848,186061.38636384,14386.2264,120138.0336,2,2
PKR78351,Justin Bowman,51,Female,5687,06/13/2017,Paul Larson,Asian,Software Test Engineer IV,Peter Castillo,Mid,Jade,Retail,254049.9255,6954.57,1,8670.1482,142987.9878,1568622.873447,907026.831585,171268.00761105,216.7074,711447.6159,2,2
PKR46289,Doris Anderson,66,Male,38156,01/06/2009,James Castillo,Australian,Human Resources Assistant II,Lawrence Sanchez,Low,Platinum,Retail,261771.1764,20614.6,1,2516.3028,785259.3672,826021.007658,275340.335886,441629.21146806,45726.8526,1175634.4248,1,2
PKR16285,Frank Cole,77,Male,29116,01/05/2012,Samuel Fowler,European,GIS Technical Architect,Joe Carroll,High,Jade,Retail,162652.1268,37196.72,3,5965.0976,158088.0896,1305930.601472,746246.057984,222474.60603648,83580.7168,1210723.136,0,4
PKR85859,Joshua Robertson,40,Female,26957,11/22/1999,Roger Alexander,European,Dental Hygienist,Nicholas Morrison,Mid,Silver,Institutional,230764.8,21653.4,1,1907.49,676955.94,381602.52804,398689.2084,193079.488068,16057.488,594087.66,2,2
PKR86031,Jessica King,72,Male,20979,10/10/2009,Anthony Simpson,European,Sales Associate,Victor Rogers,High,Jade,Institutional,316487.5374,51908.88,1,2178.246,1133288.142,333646.2234,190654.9848,323160.199236,16174.746,1183141.722,3,5
PKR65548,Diane Riley,74,Male,30197,03/11/2003,Victor Ramos,American,Accountant IV,Sean Vasquez,Mid,Gold,Private Bank,36006.0255,36840.36,1,2452.182,862294.2708,489630.617136,151954.329456,259335.38893824,33108.3024,726780.0084,0,2
PKR28392,Jeffrey Fuller,59,Male,36825,07/14/2013,Jerry Green,Australian,Product Engineer,Nicholas Morrison,High,Gold,Commercial,348927.5904,32421.72,3,2000.0616,684129.0936,328315.764672,213117.250752,228611.45087424,12037.0776,773614.2828,0,5
PKR36665,Alan Sims,26,Male,19807,05/11/1995,Samuel Fowler,European,Data Coordiator,Kevin Kim,Low,Jade,Institutional,38281.04,26898.4,1,1912.32,1038515.84,1506675.712,320168.5888,435052.61184,49608.96,880957.44,1,1
PKR31739,Christopher Price,65,Female,5337,10/11/2002,Roy Rice,Asian,Human Resources Assistant IV,Kevin Kim,Mid,Jade,Private Bank,80225.5423,12850.1,2,4444.44,947589.9356,216390.404692,112410.59984,18547.7489736,9999.4202,1392172.397,3,1
PKR68824,Howard Patterson,52,Male,25758,10/28/2010,Nicholas Simmons,African,General Manager,Victor Dean,High,Gold,Institutional,484690.9968,11373.06,2,7984.0968,1236981.3064,1407701.30144,722873.64128,223710.3689856,97886.2232,3487314.084,1,5
PKR81954,Ralph Henderson,65,Female,41598,03/27/2010,Bruce Porter,European,Environmental Tech,Victor Gutierrez,Low,Silver,Retail,139535.9244,58891.42,1,7107.552,649611.072,1021773.491712,454121.551872,280987.7102208,27691.7472,1962514.4544,1,3
PKR57483,Kevin Knight,65,Male,41967,12/19/2007,Bobby Burton,Asian,Engineer I,Ernest Knight,High,Jade,Private Bank,204212.2752,39148.16,2,3970.976,139875.968,2532175.0336,1127226.30528,450727.1559808,48104.064,1763512.128,2,2
PKR58811,Amanda Watkins,67,Female,13750,05/06/2018,Victor Martinez,American,Recruiting Manager,Eugene Cunningham,Mid,Silver,Institutional,349188,49402.5,1,5869.14,692863.5,727295.4384,529660.8084,234789.94044,64263.84,294391.26,0,3
PKR90712,Michael Patterson,47,Male,3538,02/07/2002,James Castillo,European,Marketing Assistant,Peter Castillo,High,Jade,Private Bank,84800.04,46266.9,1,6607.744,1067368.016,3123544.46547,720817.95357,1712270.2842531,124704.866,823236.0565,2,5
PKR78657,Nicholas Payne,30,Male,23307,04/05/2011,Shawn Wallace,Australian,Account Representative III,Jeremy Porter,Mid,Platinum,Retail,114430.6944,15505.6,2,2375.5136,336785.0624,26828.577792,7290.3744,23402.101824,251.712,340478.8992,1,1
PKR77048,Jennifer Barnes,66,Female,15572,02/19/2005,Samuel Fowler,Australian,Recruiter,Nicholas Morrison,High,Gold,Institutional,170920.4175,5516.55,3,2695.5,333446.4,752092.2,255711.348,526163.70312,13552.65,274001.4,1,2
PKR80417,Michael Nichols,48,Female,615,08/04/2005,Roger Alexander,Asian,Community Outreach Specialist,Sean Vasquez,Mid,Silver,Retail,321119.7624,48322.6,2,7706.5417,860889.4294,391029.949596,92972.155848,194913.39026016,87025.8818,1614452.2394,2,3
PKR69214,Gerald Harrison,30,Female,27154,08/02/2001,Anthony Berry,European,Software Engineer II,Jack Phillips,Low,Platinum,Private Bank,138366.6648,25964.12,1,1997.7867,1181013.9978,2735303.72661,1416150.15633,518543.7490233,25406.6631,3021187.26,1,4
PKR35051,Ruth Kennedy,41,Male,10662,04/24/1999,Dennis Morris,European,Office Assistant III,Ryan Taylor,High,Silver,Commercial,139498.464,21813.72,2,6892.7656,187627.5856,911326.283616,268037.14224,343470.4522704,52516.2708,2017006.2556,2,2
PKR29305,Lillian King,29,Female,19847,04/26/2006,Joshua Ryan,African,Human Resources Manager,Ryan Taylor,Low,Silver,Institutional,292103.8209,10039.35,3,4907.8425,447035.097,1380431.1129,900912.93684,353390.3649024,28762.3425,450153.852,1,5
PKR81554,Frances Bell,47,Female,12874,07/19/2003,Raymond Alexander,European,Occupational Therapist,Sean Vasquez,Mid,Jade,Retail,181982.2368,4557.84,1,2754.024,231460.32,113852.1566,73566.00888,110734.3590808,27682.928,741194.636,3,2
PKR76672,Jesse Riley,47,Female,12708,01/18/2010,Bruce Porter,Asian,Account Representative IV,Nicholas Ward,Mid,Jade,Retail,41258.8776,31081.95,2,970.1016,540708.324,1292689.042368,354446.995488,722446.3760976,3308.7168,444933.2412,2,2
PKR89391,Gary Baker,35,Male,41222,02/05/2001,Gregory Simmons,European,Software Engineer II,Peter Castillo,Low,Gold,Institutional,138442.8903,4883.13,1,661.9584,258408.864,442275.47136,228048.28992,537088.2755328,24945.984,990724.7424,0,2
PKR95274,Shirley Tucker,64,Male,20721,03/30/2008,Nicholas Cunningham,European,Programmer III,Joe Carroll,High,Silver,Private Bank,116508.9374,14003.02,3,68.265,294887.78,21065.1175,31597.67625,12744.3960875,8857.43,140095.135,2,1
PKR93078,Theresa Burke,44,Female,3655,01/21/2010,Dennis Morris,American,Administrative Assistant I,Fred Bryant,Low,Jade,Retail,111496.5,7301,1,1799.025,274664.43,329165.3757,214155.7866,217090.514046,34670.345,160689.245,3,2
PKR47843,Carol Mason,38,Male,27628,03/01/2015,Nicholas Cunningham,European,Budget/Accounting Analyst III,Sean Vasquez,Mid,Jade,Retail,73812.596,9656.94,3,43.0215,328683.7655,615087.9788,229989.41816,243895.755072,17864.8015,353781.124,3,2
PKR93058,Judith Burke,60,Male,2149,08/29/2000,Jason Duncan,European,Automation Specialist III,Gregory Boyd,High,Platinum,Institutional,51971.25,24291,2,774.4,61186.4,623735.0592,481977.0912,269907.171072,7678.88,314790.08,0,2
PKR92239,Dennis Long,85,Male,1616,01/08/1999,Ernest Rivera,African,Speech Pathologist,Kevin Kim,Low,Silver,Retail,90061.2081,22896.08,1,1568.5375,127661.625,433119.984375,152458.2345,230904.92607,10078.95,354743.5875,1,1
PKR12702,Shawn Austin,65,Female,3720,03/03/1994,Anthony Berry,European,Actuary,Steve Sanchez,Low,Jade,Retail,112254.768,9488.16,1,592.416,1414317.168,348082.7328,224671.58208,45883.63296,7191.36,1239307.344,3,2
PKR54557,Virginia Gardner,19,Female,36551,12/31/2008,Ernest Rivera,European,Analog Circuit Design manager,Peter Castillo,High,Gold,Institutional,200034.648,36168,1,4542.4962,656478.108,396416.249856,269171.52768,189398.8749312,11930.1336,374449.3434,3,2
PKR98387,Dorothy Reed,72,Male,2240,02/24/1996,Benjamin Kim,Asian,Compensation Analyst,Joe Carroll,Mid,Platinum,Retail,468818.091,32124.55,1,3952.7748,204628.2126,80368.812574,39633.934968,87370.80775168,22240.5304,622936.2582,3,4
PKR21698,Susan Hawkins,64,Female,18335,05/27/2006,Bruce Porter,European,Human Resources Assistant I,Jack Phillips,High,Silver,Retail,102656.9544,10408.53,2,1680.063,36116.9886,149993.139912,120912.837276,18320.59066068,24312.8886,440832.6846,0,1
PKR60028,Susan Carter,21,Female,163,05/04/1997,Donald Reynolds,European,Engineer IV,Joe Carroll,High,Jade,Institutional,58419.2364,32798.48,2,5453.7294,211534.519,288545.159476,114829.196118,163440.22247462,43380.5526,1504926.8276,3,2
PKR77518,Robin Myers,72,Female,5005,05/19/2012,Joshua Little,European,Office Assistant I,Eric Shaw,High,Jade,Commercial,140855.2212,12999.46,1,1083.384,669122.46,476404.092,381123.2736,157107.482784,34604.82,476822.169,2,1
PKR81280,Timothy Franklin,34,Male,17518,10/20/2008,Carl Nguyen,Australian,Office Assistant III,Ernest Knight,High,Silver,Commercial,303715.37,37170.7,1,7323.54,830988.06,3243585.67092,1203594.68292,911671.9725372,8706.999,1639408.932,2,2
PKR27009,Richard Torres,40,Female,4576,03/12/2016,Todd Roberts,American,Senior Quality Engineer,Nicholas Morrison,Mid,Jade,Commercial,67402.7424,2197.44,3,1495.8432,127332.3996,429040.499652,256437.999792,146761.43988096,27940.2588,599202.9648,3,1
PKR29085,Earl Ramos,48,Male,42806,07/04/1995,Victor Martinez,Australian,Account Representative III,Kevin Kim,Low,Jade,Private Bank,50226.875,18022.25,1,2153.355,371797.7225,33293.5472,26560.0208,6943.013888,13309.2825,239669.6575,3,1
PKR62329,Harry Walker,83,Male,13931,09/21/1996,Bruce Butler,Australian,Administrative Assistant II,Victor Gutierrez,High,Jade,Institutional,33952.278,7396.32,2,3527.35,284148.9064,447927.903656,212624.0049,65913.441519,40683.7044,678764.208,2,1
PKR35485,Christopher Webb,17,Male,24720,10/03/2016,Joe Price,European,Software Test Engineer IV,Jeremy Porter,Low,Jade,Private Bank,284819.616,39901.68,1,3858.7032,476516.6784,885748.270032,757688.279184,213540.03473904,10419.7536,450288.0144,1,2
PKR23071,Louise Hunt,58,Male,21987,11/19/2006,Jonathan Hawkins,Asian,Physical Therapy Assistant,Jeremy Porter,Low,Silver,Institutional,236893.508,30897.72,1,827.2959,842966.3558,491151.702877,528454.363855,55021.42494255,2354.3264,1135129.3698,0,2
PKR49461,Joan Allen,42,Female,14470,12/13/2013,Roy Rice,European,Web Developer I,Daniel Carroll,Mid,Gold,Private Bank,223656.4512,30746.24,3,1089.9616,486874.0576,42186.425344,45516.932608,8193.04786944,13025.488,971928.2496,2,2
PKR84835,Margaret Grant,43,Female,38087,01/16/2004,Phillip Peters,Asian,Statistician III,Victor Gutierrez,Mid,Silver,Institutional,233880.8661,5531.35,1,10937.1477,729742.3458,1146381.805071,335526.381972,668070.30721536,87161.1087,439707.0543,0,4
PKR88751,Lois Oliver,54,Male,15538,01/03/2005,Joshua Ryan,European,Tax Accountant,Victor Rogers,Mid,Gold,Commercial,325866.6642,6405.63,2,6912.2592,136488.8448,600544.064736,233544.914064,374116.70995776,35695.5984,948872.232,0,3
PKR47511,Johnny Patterson,76,Female,624,05/09/2018,Shawn Wallace,American,Human Resources Assistant II,Jeremy Porter,Low,Silver,Retail,94314.48,15868.8,1,8565.4755,1459532.025,3760505.447175,1867963.4901,471906.56592,77808.762,951559.938,3,5
PKR57469,Jennifer Oliver,32,Male,19273,01/14/2003,Chris Armstrong,Australian,Chemical Engineer,Victor Dean,Low,Silver,Commercial,274475.7939,56993.09,1,1837.22,720813.94,1218779.87,511887.5454,629134.168894,4208.05,566092.45,0,3
PKR13603,Annie Grant,22,Female,38893,06/18/2000,Joshua Ryan,European,Senior Editor,Victor Gutierrez,Mid,Jade,Retail,381103.3044,22245.55,1,4636.722,573978.4974,592604.240112,311896.96848,103965.65616,2487.7992,2167704.0606,0,4
PKR28663,Roy Ortiz,75,Female,21687,11/17/1994,Paul Holmes,European,Analog Circuit Design manager,Sean Vasquez,High,Jade,Retail,185228.2173,19918.6,2,1959.947,163347.1605,469912.374375,138209.521875,265362.282,36333.3265,946593.2775,3,2
PKR21547,Mark Owens,83,Male,10691,11/06/2008,Stephen Payne,Asian,Office Assistant II,Daniel Carroll,High,Gold,Institutional,210650.8248,28919.28,1,4093.5492,707178.1158,30355.174278,17597.20248,15045.6081204,4661.8884,699099.1956,1,3
PKR76281,Rebecca Cunningham,24,Female,1111,01/30/1994,Benjamin Kim,American,Recruiter,Victor Dean,Mid,Platinum,Retail,72484.3008,14037.84,3,1117.0116,353225.8728,160468.516476,187666.570116,88529.6645982,11943.6768,81281.232,2,1
PKR68811,Walter Carr,26,Male,24736,11/27/2009,Anthony Simpson,European,Safety Technician III,Nicholas Morrison,Mid,Jade,Retail,264913.6875,52901.25,1,4641,208822.95,1447898.55,630870.0825,395276.30415,31956.75,1421316.75,2,3
PKR74692,Anne Hunter,70,Male,20712,04/26/1998,Keith Griffin,European,Developer II,Steve Sanchez,High,Platinum,Retail,345819.232,24722.72,1,2177.56,286200.7104,1312115.539768,493667.232784,837675.34657664,53240.0088,1279233.8416,2,4
PKR57450,Jennifer Alvarez,29,Female,24683,05/20/2019,Anthony Torres,European,General Manager,Steve Sanchez,Mid,Silver,Private Bank,168308.6121,12991.26,2,2541.18,126578.89,105527.85,28492.5195,68561.444145,25353.58,785860.94,1,1
PKR80645,Judith Mason,66,Female,23525,01/30/2016,Ernest Rivera,Asian,Occupational Therapist,Ryan Taylor,High,Platinum,Institutional,95699.3466,29523.37,3,3145.6392,113185.116,68399.88672,31090.8576,50833.552176,15264.656,938632.9304,0,2
PKR91185,Wanda Patterson,72,Female,35391,08/04/2008,Mark Montgomery,Asian,Research Assistant I,Sean Vasquez,High,Silver,Institutional,390347.0508,32717.64,2,655.556,798844.101,272225.316,292023.5208,239459.287056,26341.15,759225.357,3,5
PKR97947,Gary Lopez,57,Female,26115,05/19/2006,Bruce Porter,American,Accounting Assistant IV,Victor Dean,Mid,Gold,Retail,142392.9408,45693.12,1,6610.956,1055434.9806,1200953.26131,206533.36341,692422.2242916,8896.8132,2623231.4856,1,2
PKR88225,Cheryl Fox,54,Female,37327,01/03/2017,Jerry Green,American,Automation Specialist I,Sean Vasquez,Low,Silver,Retail,379053.5385,45646.51,1,3644.9595,1787687.811,97304.564175,59228.86515,29191.3692525,19720.246,731342.339,3,4
PKR58373,Charles Green,52,Female,39984,04/06/2019,Donald Reynolds,Australian,Assistant Professor,Carl Anderson,High,Gold,Institutional,47929.9525,17458.89,3,430.032,431728.816,27367.8912,27025.79256,6393.8235816,5921,385784.088,0,1
PKR57160,Anne Garrett,82,Female,7159,09/17/2017,Benjamin Kim,European,Operator,Nicholas Ward,Mid,Jade,Institutional,264217.6064,31962.48,3,6889.08,531769.656,914049.579168,582482.57496,276007.1278272,76682.8656,227082.9264,3,4
PKR87140,Ernest Smith,70,Female,14848,11/09/2011,Jeremy Vasquez,Asian,Paralegal,Jack Phillips,High,Gold,Retail,183031.56,35955,1,7551.252,534932.289,1058173.90254,997359.31044,249583.0859784,53740.422,1468926.009,0,4
PKR43888,Michael Peters,39,Female,22898,03/27/2018,Todd Roberts,American,Marketing Manager,Victor Rogers,High,Gold,Retail,58847.0523,1731.01,1,3625.7221,327630.0027,640243.855251,322360.542504,96529.07356092,15337.6795,475510.7786,0,1
PKR93701,Jason Bradley,35,Male,21954,10/19/1996,Joe Price,American,Design Engineer,Carl Anderson,Mid,Jade,Retail,305474.8446,55916.76,2,2999.9488,1345293.0048,269723.697152,170684.527104,48044.5335552,57586.112,1431928,3,2
PKR91174,Craig Hall,60,Male,39193,08/15/2011,Phillip Peters,European,Senior Quality Engineer,Ernest Knight,High,Silver,Institutional,307944.3147,14357.46,2,4015.0328,1321538.5756,806858.37248,256232.05072,340952.1798304,104038.9236,293342.9264,2,3
PKR24235,Joseph Fuller,31,Male,39125,05/27/2011,Benjamin Kim,Asian,Internal Auditor,Eric Shaw,Mid,Platinum,Institutional,210111.5136,37398,1,2337.168,0,81827.200004,65013.391784,28247.1978096,447.9572,1162832.4176,3,5
PKR49606,Roger Myers,73,Female,33471,08/17/2000,Anthony Berry,American,Budget/Accounting Analyst III,Lawrence Sanchez,Mid,Jade,Retail,72711.1056,13876.45,1,1623.5754,282070.488,221793.114724,89432.70755,220004.460573,14378.823,581719.4144,3,1
PKR35234,Anne Phillips,62,Male,11082,01/14/2004,Adam Hernandez,European,Nuclear Power Engineer,Steve Sanchez,Low,Jade,Private Bank,153294.08,47332.48,1,3531.648,1032232.1664,396539.887104,178831.713792,144853.68817152,7394.9184,638836.608,1,2
PKR62564,Marie Hart,20,Female,20106,10/30/1996,Keith Griffin,African,Recruiting Manager,Jeremy Porter,Low,Jade,Institutional,365561.235,37850.85,1,2684.871,349750.233,54859.24017,25252.66611,57497.7083877,35152.8975,1162829.241,1,5
PKR44323,Deborah Freeman,43,Male,2118,07/07/2014,Paul Larson,American,Programmer II,Nicholas Ward,Mid,Jade,Private Bank,278325.1284,31407.42,3,309.0978,499815.5646,334392.316566,364337.897154,103761.43673742,4084.6014,486852.4716,0,2
PKR33515,Thomas Dean,40,Male,4440,07/27/2012,Bruce Porter,American,Administrative Officer,Eric Shaw,High,Jade,Retail,64687.8976,26213.12,2,4105.248,790835.808,444066.5376,228377.07648,132289.5361536,10837.344,1010949.408,2,2
PKR60299,Eric Hanson,40,Male,8737,03/15/1993,Nicholas Cunningham,American,Programmer Analyst I,Steve Sanchez,High,Silver,Private Bank,49767.51,18779.1,1,1961.304,168992.496,219769.85568,88217.47728,60560.5243152,4503.672,279498.6,3,1
PKR78861,Gregory Torres,61,Female,2715,11/11/2015,Anthony Berry,African,Nuclear Power Engineer,Ryan Taylor,High,Jade,Institutional,96837.0048,22583.88,1,1942.2,638341.65,636611.625,417617.226,98089.1191800001,31928.85,557118.9,3,1
PKR92647,Samuel Cunningham,17,Male,8305,08/31/2004,Chris Armstrong,European,Software Test Engineer I,Joe Carroll,High,Jade,Institutional,112505.6736,11242.8,2,711.99,223278.606,1109608.7859,287676.3519,635764.737699,29880.738,86444.334,3,1
PKR56044,Ronald Fisher,49,Male,4567,07/08/2016,Anthony Torres,Asian,Internal Auditor,Peter Castillo,High,Silver,Retail,432010.2798,23347.32,1,2651.847,863853.276,251496.87255,246924.20214,182998.2698082,43754.04,589717.2765,3,4
PKR36801,Billy Hamilton,19,Female,6503,04/17/2010,Anthony Torres,European,Human Resources Assistant I,Victor Rogers,Low,Jade,Retail,113684.5567,5710.4,1,1165.515,412964.7975,111178.81125,53365.8294,67359.535776,20072.4,159087.315,3,1
PKR38949,Michael Carpenter,50,Female,25819,12/06/1993,Douglas Tucker,American,Graphic Designer,Eric Shaw,Mid,Gold,Institutional,69433.5675,29961.25,1,5019.146,1145286.56,985148.61104,271765.13408,415800.6551424,36300.286,296777.184,1,2
PKR40740,Kenneth Alvarez,80,Female,30741,08/10/2016,Anthony Berry,African,Data Coordiator,Steve Sanchez,Mid,Jade,Retail,129996.1908,7533.34,1,1028.0463,447947.2179,1013124.647988,312220.803468,240473.73720168,55125.9678,983046.2949,3,1
PKR48919,Roy Hudson,62,Female,19815,06/09/2012,Shawn Cook,American,Office Assistant IV,Joe Carroll,High,Jade,Retail,100901.295,21168,2,3312.756,50876.784,505043.4528,271089.5004,81215.443476,5030.64,871845.408,2,2
PKR43851,Mark Lawrence,20,Male,27518,02/19/2016,Joshua Ryan,European,Mechanical Systems Engineer,Ryan Taylor,High,Jade,Institutional,167943.8772,14054.01,1,2149.5846,665637.2661,153113.14107,137579.92386,64928.8479378,33865.2828,287653.7688,2,2
PKR82642,Teresa Graham,84,Female,33556,06/08/2002,Patrick Graham,European,Biostatistician IV,Lawrence Sanchez,Low,Platinum,Retail,131150.237,13680.75,1,3437.6589,298772.4285,647719.456176,155009.784384,438456.2472576,33521.1786,584749.1988,0,1
PKR86812,Ryan Carr,19,Female,22873,10/31/2001,Anthony Torres,Australian,VP Marketing,Jack Phillips,High,Silver,Institutional,366034.24,17474.68,1,3038.1,559075.836,1532568.00258,411176.78118,951687.3498948,85826.7924,1019083.4376,2,3
PKR13296,John Powell,76,Female,8236,01/20/2004,Roy Rice,European,Assistant Manager,Victor Rogers,High,Platinum,Institutional,128380.3059,39652.86,1,9587.9133,2015150.9589,570860.324649,123126.736689,124992.2933055,117978.0552,2411017.4367,2,4
PKR39713,Samuel Thompson,17,Male,5174,12/05/2014,Jeremy Vasquez,African,Administrative Assistant II,Sean Vasquez,High,Jade,Institutional,402930.8258,9845.77,1,2162.1668,395885.8744,1070724.125576,313136.300876,508795.98306852,36525.7132,2100375.8914,0,3
PKR12660,Gregory Reed,61,Male,22456,12/26/2009,James Castillo,European,Software Engineer I,Peter Castillo,High,Jade,Institutional,480745.8621,69602.45,2,3950.532,270004.9248,1112801.540544,381237.564816,324567.115992,49397.0292,2296981.5624,1,4
PKR41076,Justin Rice,69,Male,41191,07/20/2001,Joshua Ryan,European,Research Nurse,Joe Carroll,High,Silver,Private Bank,113169.4802,26216.72,1,2889.4077,163914.4437,545505.680268,199432.184184,286478.46692784,16409.7849,417685.785,0,1
PKR64863,Steven Hall,64,Female,9072,04/12/1999,Anthony Simpson,Asian,Speech Pathologist,Juan Ramirez,High,Jade,Retail,282986.8638,4808.73,1,2710.4584,672434.412,1503762.64896,404859.17472,989013.126816,34105.4376,2005275.8336,0,3
PKR76341,Philip Bryant,63,Male,19617,04/19/1998,Jeremy Vasquez,American,Human Resources Manager,Fred Bryant,High,Gold,Retail,79064.7,40560,3,1989.26,440512.8,478134.748,221991.133,125510.37135,74812.92,1740979.24,3,2
PKR50293,Daniel Martin,42,Male,25853,08/01/1995,Anthony Torres,Asian,Database Administrator III,Victor Rogers,High,Jade,Retail,217152.9152,40432.6,1,3213.6,442208.52,2150327.79,1075163.895,293878.1313,60584.16,1148607.72,1,2
PKR32223,Maria GoPKRales,56,Female,31771,06/26/1998,Joshua Little,Asian,Information Systems Manager,Juan Ramirez,High,Gold,Institutional,205230.681,9475.87,1,2756.1378,214775.4934,129367.967544,69069.338604,27178.23657132,25903.4426,1123659.9324,2,2
PKR63518,Andrew Gray,56,Male,2484,06/24/2017,Steve Diaz,European,Assistant Professor,Joe Carroll,Mid,Silver,Private Bank,141076.9293,23841.48,1,7681.518,286219.4868,1419823.591056,691708.928976,205328.33470656,44834.4468,288474.2172,2,2
PKR98503,Jack Griffin,40,Male,24653,07/08/2005,Jerry Green,American,Editor,Gregory Boyd,High,Silver,Retail,89051.6385,4331.32,2,502.4976,234064.8552,130298.126904,163859.765652,41616.43204752,15004.1364,312536.73,1,1
PKR38742,Juan Evans,66,Male,22405,12/10/2013,Bruce Butler,European,Database Administrator IV,Jeremy Porter,High,Jade,Private Bank,36306.25,5281.5,2,2902.8925,509390.3975,367935.507925,96305.267175,108454.547034,7863.475,428419.3275,0,1
PKR98838,Ryan Mason,72,Male,17986,03/06/1994,Patrick Graham,American,Recruiter,Kevin Kim,Low,Jade,Private Bank,131060.16,27387.8,1,1647.9232,1230159.7616,1476110.496784,651789.050528,380338.08124928,6394.5112,377511.9656,2,2
PKR52011,Nicholas Chavez,39,Male,40336,03/29/1994,Adam Hernandez,European,Research Associate,Juan Ramirez,Mid,Silver,Institutional,347873.7626,8150.87,1,789.4796,583355.9368,474517.291248,391992.544944,103981.18034304,17619.7112,1118741.1508,3,4
PKR27143,Harry Watson,24,Female,19193,03/24/1999,Todd Roberts,European,Clinical Specialist,Lawrence Sanchez,Mid,Jade,Private Bank,53882.64,4068.8,3,3158.736,378781.616,1654622.90704,596920.92216,279191.4348208,16909.16,760984.248,0,1
PKR67603,Christine Bell,60,Male,28928,05/13/1994,Joshua Ryan,European,Cost Accountant,Victor Rogers,High,Jade,Commercial,231058.464,15558.48,2,1811.8688,852715.8864,564498.4632,204180.2952,384459.485256,37945.0176,1037021.16,2,2
PKR65057,Anthony Murray,66,Male,38833,02/15/2011,Anthony Simpson,European,Statistician IV,Joe Carroll,Mid,Silver,Private Bank,335256.2421,59449.08,1,8125.4502,1617781.8132,1512888.591816,564331.458852,604555.0841106,51312.87,2094410.1906,1,3
